cap-shape,cap-surface,cap-color,odor,gill-spacing,gill-size,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,population,habitat
0.5297353042282571,0.4381468703794973,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5060999606454152,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,4.3571171529280495e-15,5.9623708408489095e-15,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.12211221122112212
0.5297353042282571,0.464354527938343,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.6745056119722074,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5297353042282571,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,4.3571171529280495e-15,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5060999606454152,0.6745056119722074,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5297353042282571,0.4381468703794973,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.9999999999999499,0.6550925925925926
0.5060999606454152,0.6745056119722074,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.4381468703794973,0.6862026862026862,0.9999999999999665,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6983184965380811,0.6550925925925926
0.5060999606454152,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.6550925925925926
0.2790346907993967,0.4381468703794973,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.8910614525139657,0.464354527938343,0.38656113582704504,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.7906607369758577,0.29256146903205726,0.6550925925925926
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.26998491704374056
0.5297353042282571,0.6745056119722074,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.7906607369758577,0.999999999999834,0.6550925925925926
0.5297353042282571,0.4381468703794973,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.7906607369758577,0.6983184965380811,0.6550925925925926
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.464354527938343,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.2790346907993967,0.4381468703794973,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.9999967160951857,0.9999967160951857,0.5163871364825358,0.9967632511994111,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.26998491704374056
0.5060999606454152,0.6745056119722074,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.26998491704374056
0.5060999606454152,0.4381468703794973,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.8910614525139657,0.464354527938343,0.37273823884197826,0.9999999999999665,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6983184965380811,0.8652173910398451
0.5297353042282571,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.30995323981295925,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.5525164113785558,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.9999999999999499,0.6550925925925926
0.5297353042282571,0.4381468703794973,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.7906607369758577,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.464354527938343,0.6862026862026862,0.9999999999999665,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.999999999999834,0.8652173910398451
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.9999967160951857,0.9999967160951857,0.5163871364825358,0.9964253555246841,0.4895502424343755,0.7906607369758577,0.8345323740987342,0.26998491704374056
0.5297353042282571,0.464354527938343,0.5525164113785558,0.9999999999996305,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9999994000813665,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.6550925925925926
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.9999999999999499,0.6550925925925926
0.2790346907993967,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.30995323981295925,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5297353042282571,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,4.3571171529280495e-15,5.9623708408489095e-15,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.5963375796178344
0.5060999606454152,0.464354527938343,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.8910614525139657,0.6745056119722074,0.37273823884197826,0.964373897707231,0.43894814269952187,0.11291913214990137,0.45467523197715914,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.1295843520782396,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.4381468703794973,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.464354527938343,0.6663194654278988,0.964373897707231,0.43894814269952187,0.11291913214990137,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.937077868145422,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.6862026862026862,7.823997440214534e-07,0.43894814269952187,0.11291913214990137,0.45467523197715914,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.6745056119722074,0.5525164113785558,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5060999606454152,0.6745056119722074,0.5589812332439679,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5589812332439679,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,4.3571171529280495e-15,5.9623708408489095e-15,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.464354527938343,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.30995323981295925,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.38656113582704504,7.823997440214534e-07,0.9132893496701225,0.11291913214990137,0.45467523197715914,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6983184965380811,0.5963375796178344
0.5297353042282571,0.464354527938343,0.37273823884197826,0.9999999999999665,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.999999999999834,0.6550925925925926
0.5297353042282571,0.6745056119722074,0.5589812332439679,7.823997440214534e-07,0.9132893496701225,0.11291913214990137,0.45467523197715914,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.30995323981295925,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5297353042282571,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.036414565826331596,0.1295843520782396,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.6745056119722074,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.30995323981295925,0.1295843520782396,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5060999606454152,0.6745056119722074,0.5589812332439679,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.4381468703794973,0.5525164113785558,2.1433441263121047e-09,0.43894814269952187,0.11291913214990137,0.45467523197715914,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.6550925925925926
0.8910614525139657,0.4381468703794973,0.37273823884197826,0.9999999999996305,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.999999999999834,0.6550925925925926
0.5060999606454152,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5060999606454152,0.4381468703794973,0.6862026862026862,0.0,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.261744966443168
0.5297353042282571,0.6745056119722074,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.30995323981295925,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.464354527938343,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.2790346907993967,0.4381468703794973,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.26998491704374056
0.5297353042282571,0.464354527938343,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.036414565826331596,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.5963375796178344
0.5060999606454152,0.464354527938343,0.5589812332439679,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,4.3571171529280495e-15,0.1295843520782396,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.6550925925925926
0.5297353042282571,0.6745056119722074,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.036414565826331596,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.6550925925925926
0.8910614525139657,0.4381468703794973,0.37273823884197826,0.9999999999999665,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.9120370370370371,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.999999999999834,0.6550925925925926
0.5060999606454152,0.464354527938343,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.464354527938343,0.5589812332439679,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.036414565826331596,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.6214442013129103,0.5963375796178344
0.5060999606454152,0.4381468703794973,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.7000968992248062,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.12211221122112212
0.5060999606454152,0.464354527938343,0.5589812332439679,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.30995323981295925,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.9999999999999499,0.6550925925925926
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.464354527938343,0.41379310344827586,0.0,0.43894814269952187,0.11291913214990137,0.5631593183662429,0.28506559031281536,0.06006322444678609,0.30995323981295925,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.29256146903205726,0.26998491704374056
0.8910614525139657,0.6745056119722074,0.6862026862026862,0.964373897707231,0.9132893496701225,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.7906607369758577,0.6983184965380811,0.6550925925925926
0.5060999606454152,0.4381468703794973,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.9999999999999499,0.6550925925925926
0.5060999606454152,0.464354527938343,0.5589812332439679,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,1.0,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5060999606454152,0.4381468703794973,0.29323584374081096,0.0,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.261744966443168
0.8910614525139657,0.4381468703794973,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.9999967160951857,0.9999967160951857,0.5163871364825358,0.9967632511994111,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.26998491704374056
0.5060999606454152,0.6745056119722074,0.5589812332439679,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.30995323981295925,0.1295843520782396,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.6550925925925926
0.5297353042282571,0.6745056119722074,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.37273823884197826,0.0,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.5098039215686274,0.06006322444678609,0.036414565826331596,0.30420280186791193,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.0,0.29256146903205726,0.5963375796178344
0.5297353042282571,0.6745056119722074,0.5589812332439679,0.964373897707231,0.9132893496701225,0.6993961082531872,0.5631593183662429,0.7684782608695652,0.7483443708609272,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.36767317939609234,0.6983184965380811,0.6550925925925926
0.5297353042282571,0.464354527938343,0.5589812332439679,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.6139470013947002,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.6214442013129103,0.5963375796178344
0.5297353042282571,0.464354527938343,0.41379310344827586,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.99854025503792,0.6160841148053424,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.36767317939609234,0.8345323740987342,0.9999995555692024
0.5060999606454152,0.4381468703794973,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.45467523197715914,0.28506559031281536,0.7000968992248062,0.6139470013947002,0.9982182541923486,0.5163871364825358,0.5063749409727688,0.8788501026694046,0.36767317939609234,0.8345323740987342,0.9999995555692024
0.5297353042282571,0.464354527938343,0.5525164113785558,0.964373897707231,0.43894814269952187,0.6993961082531872,0.5631593183662429,0.5098039215686274,0.7000968992248062,0.30995323981295925,1.0,0.5163871364825358,0.5063749409727688,0.4895502424343755,0.7906607369758577,0.29256146903205726,0.5963375796178344
